url,title,pub_date,gdelt_lat,gdelt_lon,fetch_method,is_hwc_event,species,event_type,event_date,primary_location,location_type,confidence,final_lat,final_lon,geocode_source,_error,article_chars,humans_killed,humans_injured,animals_killed,animals_injured,location_notes,gdelt_location_match,extraction_notes,geocoded_address
https://www.mid-day.com/news/india-news/article/maharashtra-people-chase-tiger-on-road-near-tadoba-andhari-tiger-reserve-experts-warn-of-tragedy-23621082,"Maharashtra : People chase tiger on road near Tadoba - Andhari Tiger Reserve , experts warn of tragedy",20260316T163000Z,17763.0,19.95,failed,,,,,,,,17763.0,19.95,gdelt_fallback_no_text,article fetch failed,,,,,,,,,
https://www.thehindu.com/elections/kerala-assembly/ldf-seeks-third-term-udf-readies-to-end-10-year-drought-bjp-a-bystander/article70749515.ece,"Kerala Assembly polls 2026 | LDF seeks third term , UDF readies to end 10 - year drought ; BJP a bystander",20260316T151500Z,17698.0,11.8667,failed,,,,,,,,17698.0,11.8667,gdelt_fallback_no_text,article fetch failed,,,,,,,,,
https://starofmysore.com/wildlife-her-calling/,"Wildlife , her calling - Star of Mysore",20260315T131500Z,17692.0,12.3072,jina,False,,,,,,high,17692.0,12.3072,gdelt_fallback,,11600.0,,,,,,,No specific HWC event described in the article,
https://dailypioneer.com/news/the-tirthan-a-study-in-riverine-conservation,The Tirthan A Study in Riverine Conservation,20260314T134500Z,17847.0,27.3667,jina,False,,,,,,high,17847.0,27.3667,gdelt_fallback,,10730.0,,,,,,,No specific HWC event described in the article.,
https://www.thehindu.com/news/national/maharashtra/41-of-166-tiger-deaths-in-country-last-year-reported-in-maharashtra/article70742772.ece,41 of 166 tiger deaths in country last year reported in Maharashtra,20260314T133000Z,17784.0,21.15,failed,,,,,,,,17784.0,21.15,gdelt_fallback_no_text,article fetch failed,,,,,,,,,
https://timesofindia.indiatimes.com/city/mysuru/3-elephant-attack-deaths-in-10-days-mla-warns-of-public-anger/articleshow/129561617.cms,"3 elephant attack deaths in 10 days , MLA warns of public anger | Mysuru News",20260313T190000Z,17689.0,12.4167,failed,,,,,,,,17689.0,12.4167,gdelt_fallback_no_text,article fetch failed,,,,,,,,,
https://www.hindustantimes.com/india-news/coffee-grower-trampled-to-death-in-elephant-attack-in-karnatakas-madikeri-101773370662213.html,Coffee grower trampled to death in elephant attack in Karnataka Madikeri,20260313T041500Z,17689.0,12.4167,failed,,,,,,,,17689.0,12.4167,gdelt_fallback_no_text,article fetch failed,,,,,,,,,
https://www.hindustantimes.com/india-news/kuno-conservation-model-expanded-as-tiger-marks-territory-101773342839025.html,Kuno conservation model expanded as tiger marks territory,20260313T013000Z,17593.0,26.6,failed,,,,,,,,17593.0,26.6,gdelt_fallback_no_text,article fetch failed,,,,,,,,,
https://www.thehindu.com/news/national/karnataka/tree-felling-banned-in-view-of-likely-increase-in-demand-for-firewood/article70735947.ece,Tree felling banned in view of likely increase in demand for firewood,20260312T154500Z,17769.0,15.8667,failed,,,,,,,,17769.0,15.8667,gdelt_fallback_no_text,article fetch failed,,,,,,,,,
http://www.calcuttanews.net/news/278917314/environment-ministry-organizes-2-day-workshop-to-address-challenge-of-elephant-train-collisions,Environment Ministry organizes 2 - day workshop to address challenge of elephant - train collisions,20260312T100000Z,17911.0,28.6,jina,False,,,,,,high,17911.0,28.6,gdelt_fallback,,18513.0,,,,,,,"No specific HWC event reported, only policy discussion",
https://www.nagpurtoday.in/hc-cracks-the-whip-over-music-festival-inside-pench-tiger-reserve/03121240,HC cracks the whip over  Music Festival  inside Pench Tiger Reserve,20260312T094500Z,17784.0,21.15,jina,False,,,,,,high,17784.0,21.15,gdelt_fallback,,4790.0,,,,,,,"No specific HWC incident reported, only policy discussion",
https://indiaeducationdiary.in/moefcc-organizes-2-day-workshop-to-address-challenge-of-elephant-train-collisions/,MoEFCC Organizes 2 - day Workshop to Address Challenge of Elephant - train Collisions - India Education | Latest Education News | Global Educational News,20260312T090000Z,70287.0,30.3167,jina,False,,,,,,high,70287.0,30.3167,gdelt_fallback,,8593.0,,,,,,,"No specific HWC incident reported, only policy discussion",
https://orissadiary.com/moefcc-organizes-2-day-workshop-to-address-challenge-of-elephant-train-collisions/,MoEFCC Organizes 2 - day Workshop to Address Challenge of Elephant - train Collisions,20260312T080000Z,17699.0,10.0,jina,False,,,,,,high,17699.0,10.0,gdelt_fallback,,9397.0,,,,,,,"No specific HWC event reported, only policy discussion",
https://news.webindia123.com/news/Articles/India/20260312/4426306.html,Environment Ministry organizes 2 - day workshop to address challenge of elephant - train collisions,20260312T064500Z,17699.0,10.0,jina,False,,,,,,high,17699.0,10.0,gdelt_fallback,,7819.0,,,,,,,"The article discusses policy and mitigation strategies, not a specific HWC event.",
https://www.downtoearth.org.in/wildlife-biodiversity/mangala-the-tigress-who-could-not-return-to-the-forest,"Mangala : The Tigress Rescued from the Wild , Now Finds Sanctuary",20260311T123000Z,70248.0,11.35,jina,False,,,,,,high,70248.0,11.35,gdelt_fallback,,11973.0,,,,,,,"No specific HWC incident described, only rescue of a tiger cub",
https://timesofindia.indiatimes.com/city/raipur/elderly-man-injured-in-elephant-attack-in-chhattisgarh-forests/articleshow/129452630.cms,Elderly man injured in elephant attack in Chhattisgarh forests | Raipur News,20260311T101500Z,70116.0,21.2333,failed,,,,,,,,70116.0,21.2333,gdelt_fallback_no_text,article fetch failed,,,,,,,,,
https://www.heraldgoa.in/goa/human-wildlife-conflict-policy-on-anvil-in-goa/467579/,Human - wildlife conflict policy on anvil in Goa – 11 March 2026,20260311T044500Z,17779.0,15.6333,jina,False,,,,,,high,17779.0,15.6333,gdelt_fallback,,5076.0,,,,,,,"No specific HWC event described, only policy discussion",
https://www.hindustantimes.com/india-news/goa-govt-to-frame-policy-to-tackle-human-wildlife-conflict-minister-101773129625939.html,Goa govt to frame policy to tackle human - wildlife conflict : Minister,20260310T120000Z,17699.0,10.0,failed,,,,,,,,17699.0,10.0,gdelt_fallback_no_text,article fetch failed,,,,,,,,,
https://www.asianage.com/india/all-india/odishas-national-wildlife-conclave-focuses-on-need-for-community-led-conservation-1942793,Odisha National Wildlife Conclave Focuses on Need for Community - Led Conservation,20260310T091500Z,17630.0,26.7167,jina,False,,,,,,high,17630.0,26.7167,gdelt_fallback,,4408.0,,,,,,,"No specific HWC incident reported, only discussions and initiatives.",
https://www.nagpurtoday.in/maharashtra-leopard-relocation-debate/03080855,50 Leopards to Vantara : Conservation Strategy or Capacity Gap ? ,20260308T070000Z,17784.0,21.15,jina,False,,,,,,high,17784.0,21.15,gdelt_fallback,,6963.0,,,,,,,"No specific HWC incident reported, only policy discussion",
https://www.mid-day.com/mumbai/mumbai-news/article/maharashtra-peta-seeks-urgent-action-over-leopards-kept-in-cages-in-ahilyanagar-23619685,Maharashtra : PETA seeks urgent action over leopards kept in cages in Ahilyanagar,20260307T071500Z,17551.0,16.9333,failed,,,,,,,,17551.0,16.9333,gdelt_fallback_no_text,article fetch failed,,,,,,,,,
https://www.freepressjournal.in/mumbai/maharashtra-signs-pact-with-vantara-to-relocate-50-leopards-from-punes-manikdoh-rescue-centre-amid-activists-concerns,Maharashtra Signs Pact With Vantara To Relocate 50 Leopards From Pune Manikdoh Rescue Centre Amid Activist Concerns,20260307T060000Z,17857.0,28.0,jina,False,,,,,,high,17857.0,28.0,gdelt_fallback,,5854.0,,,,,,,"No specific HWC incident reported, only relocation plan",
https://www.newkerala.com/news/a/operation-gajamukti-another-wild-elephant-released-from-aralam-728.htm,Operation Gajamukti : Elephant Released in Kannur Forest,20260306T014500Z,17699.0,10.0,jina,False,,,,,,high,17699.0,10.0,gdelt_fallback,,5542.0,,,,,,,"No specific HWC incident reported, only mitigation efforts",
https://timesofindia.indiatimes.com/city/mysuru/task-force-rescues-leopards-and-mitigates-human-wildlife-conflict/articleshow/129105650.cms,Task force rescues leopards and mitigates human - wildlife conflict | Mysuru News,20260305T214500Z,70159.0,12.9833,failed,,,,,,,,70159.0,12.9833,gdelt_fallback_no_text,article fetch failed,,,,,,,,,
https://www.rediff.com/news/report/5wild-elephant-attack-injures-man-in-kerala/20260305.htm,Wild Elephant Attack : Man Critically Injured in Kerala - Rediff . com India News,20260305T084500Z,17699.0,10.0,jina,True,elephant,attack_on_human,2026-03-05,"Kulathupuzha, Kerala, India",village,high,8.909018,77.0593246,google_maps,,3326.0,,1.0,,,"near Dally, known for frequent wildlife encounters",,Specific details provided in the article.,"Kulathupuzha, Kerala 691310, India"
https://www.downtoearth.org.in/wildlife-biodiversity/andhra-deputy-cm-pawan-kalyan-launches-ambitious-project-hanuman-to-tackle-human-wildlife-conflict,Andhra Deputy CM Pawan Kalyan Unveils Project HANUMAN to Combat Human - Wildlife Conflict,20260305T043000Z,17566.0,17.7,jina,False,,,,,,high,17566.0,17.7,gdelt_fallback,,5237.0,,,,,,,"Article discusses policy and initiatives, no specific HWC event",
https://www.deccanchronicle.com/southern-states/kerala/man-dies-after-suspected-elephant-attack-in-kerala-1941376,Farmer In Kerala  Wayanad Dies In Suspected Elephant Attack,20260304T074500Z,17873.0,11.6658,jina,True,elephant,attack_on_human,2026-03-25,"Sulthan Bathery, Wayanad, Kerala, India",village,high,11.6629136,76.2570217,google_maps,,5701.0,1.0,,,,"Vadakkanad, Sulthan Bathery",matched GDELT location,Event confirmed by local residents and police.,"Sultan Bathery, Kerala 673592, India"
https://www.thehindu.com/news/national/kerala/district-administration-offers-comprehensive-assistance-to-aneeshs-family/article70700334.ece,District administration offers comprehensive assistance to Aneesh family,20260303T210000Z,17698.0,11.8667,failed,,,,,,,,17698.0,11.8667,gdelt_fallback_no_text,article fetch failed,,,,,,,,,
https://www.thehindu.com/news/national/kerala/human-animal-conflict-at-aralam-farm-hc-directs-chief-secretary-to-submit-roadmap/article70696424.ece,Human - animal conflict at Aralam farm : HC directs Chief Secretary to submit roadmap,20260303T203000Z,17699.0,10.0,failed,,,,,,,,17699.0,10.0,gdelt_fallback_no_text,article fetch failed,,,,,,,,,
https://orissadiary.com/wildlife-conclave-launched-research-to-assess-elephant-corridors/,Wildlife Conclave launched research to assess elephant corridors,20260303T143000Z,70216.0,21.85,jina,False,,,,,,high,70216.0,21.85,gdelt_fallback,,8574.0,,,,,,,"No specific HWC incident reported, only a conclave discussion",
https://www.newkerala.com/news/a/prime-minister-narendra-modi-extended-greetings-world-wildlife-916.htm,"PM Modi , Bhupender Yadav Mark World Wildlife Day 2026",20260303T101500Z,17549.0,13.2,jina,False,,,,,,high,17549.0,13.2,gdelt_fallback,,7122.0,,,,,,,"No specific HWC incident reported, only project launch",
https://www.hindustantimes.com/india-news/14yearold-killed-in-leopard-attack-in-uttar-pradesh-101772530818015.html,14 - year - old killed in leopard attack in Uttar Pradesh,20260303T100000Z,17601.0,24.7167,failed,,,,,,,,17601.0,24.7167,gdelt_fallback_no_text,article fetch failed,,,,,,,,,
https://www.rediff.com/business/report/3drone-for-elephant-tranquilizing-unveiled/20260303.htm,Elephant Tranquilising Drone : UAV Technology for Wildlife Conflict,20260303T090000Z,17699.0,10.0,jina,False,,,,,,high,17699.0,10.0,gdelt_fallback,,5417.0,,,,,,,"No specific HWC event described, only a technology unveiling",
https://www.newkerala.com/news/a/andhra-deputy-cm-pawan-kalyan-launches-project-hanuman-479.htm,Andhra Pradesh Launches Project HANUMAN for Wildlife Conflict,20260303T080000Z,17882.0,10.0167,jina,False,,,,,,high,17882.0,10.0167,gdelt_fallback,,5794.0,,,,,,,"Article discusses policy launch and plans, no specific HWC event",
https://www.livelaw.in/high-court/kerala-high-court/kerala-high-court-chief-secretary-roadmap-human-wildlife-conflict-aralam-wayanad-525170,Kerala High Court Directs Chief Secretary To File Comprehensive Roadmap To Tackle Human - Wildlife Conflict In Aralam And Wayanad,20260303T043000Z,17699.0,10.0,jina,False,,,,,,high,17699.0,10.0,gdelt_fallback,,1027.0,,,,,,,"Article discusses policy and roadmap for human-wildlife conflict, no specific incident mentioned",
https://www.hindustantimes.com/india-news/uttarakhand-panel-to-submit-report-on-damage-by-wildlife-to-agriculture-101772450334743.html,Uttarakhand panel to submit report on damage by wildlife to agriculture,20260302T114500Z,70282.0,30.25,failed,,,,,,,,70282.0,30.25,gdelt_fallback_no_text,article fetch failed,,,,,,,,,
https://timesofindia.indiatimes.com/city/mysuru/forum-urges-forest-minister-to-drop-plan-to-expand-tiger-reserves-forests/articleshow/128923262.cms,"Forum urges forest minister to drop plan to expand tiger reserves , forests | Mysuru News",20260301T211500Z,17688.0,13.3167,failed,,,,,,,,17688.0,13.3167,gdelt_fallback_no_text,article fetch failed,,,,,,,,,
https://www.orissapost.com/two-killed-in-elephant-attacks-youth-escapes/,Two killed in elephant attacks ; youth escapes,20260226T053000Z,70217.0,20.5,jina,True,elephant,attack_on_human,2026-02-26,"Mayurjhalia, Nayagarh, Odisha, India",village,high,20.0127547,85.41950109999999,google_maps,,6240.0,2.0,1.0,,,"Khordha forest division, Ranpur forest range","Khordha, Orissa, India","Two separate incidents in the same day, one in Nayagarh and one in Khordha district.","Mayurajhalia, Odisha, India"
https://www.thehindu.com/news/national/kerala/greens-slams-forest-dept-for-rejecting-human-wildlife-mitigation-grant/article70675818.ece,Greens slams forest dept . for rejecting human - wildlife mitigation grant,20260225T154500Z,17699.0,10.0,failed,,,,,,,,17699.0,10.0,gdelt_fallback_no_text,article fetch failed,,,,,,,,,
https://orissadiary.com/jindal-foundation-launches-livelihood-initiative-for-relocated-families-near-satkosia-tiger-reserve/,Jindal Foundation Launches Livelihood Initiative for Relocated Families near Satkosia Tiger Reserve,20260225T144500Z,70206.0,20.85,jina,False,,,,,,high,70206.0,20.85,gdelt_fallback,,4835.0,,,,,,,"No specific HWC event described, only a livelihood initiative.",
https://www.news18.com/agency-feeds/deaths-of-41-tigers-recorded-in-maharashtra-in-2025-minister-9929422.html,Deaths of 41 tigers recorded in Maharashtra in 2025 : Minister,20260225T113000Z,17763.0,19.95,jina,False,,,,,,high,17763.0,19.95,gdelt_fallback,,8753.0,,,,,,,Article discusses tiger deaths but does not describe a specific HWC event.,
https://www.thehindu.com/newsletter/karnataka-today/here-are-the-big-stories-from-karnataka-today/article70666383.ece,Here are the big stories from Karnataka today,20260223T131500Z,17688.0,13.5,failed,,,,,,,,17688.0,13.5,gdelt_fallback_no_text,article fetch failed,,,,,,,,,
https://www.prokerala.com/news/articles/a1732294.html,"Woman death in elephant attack sparks bandh , clashes in Ktaka Chikkamagaluru ; ten cops hurt",20260223T083000Z,70162.0,14.9,jina,True,elephant,attack_on_human,2026-02-22,"Balehonnur, Chikkamagaluru, Karnataka, India",village,high,13.3490068,75.4650595,google_maps,,4323.0,1.0,,,,"Near Hunasagi village, coffee-growing belt",,Specific event date and location provided.,"Balehonnur, Karnataka 577112, India"
https://timesofindia.indiatimes.com/city/dehradun/200-big-cats-poached-in-20-years-rti-reveals-central-india-as-hotspot/articleshow/128697088.cms,"200 big cats poached in 20 years , RTI reveals central India as hotspot | Dehradun News",20260223T040000Z,17699.0,10.0,failed,,,,,,,,17699.0,10.0,gdelt_fallback_no_text,article fetch failed,,,,,,,,,
https://www.thehindu.com/news/national/karnataka/woman-dies-in-elephant-attack-in-chikkamagaluru-second-death-in-six-days/article70662504.ece,"Woman dies in elephant attack in Chikkamagaluru , second death in six days",20260222T064500Z,17683.0,13.35,failed,,,,,,,,17683.0,13.35,gdelt_fallback_no_text,article fetch failed,,,,,,,,,
https://timesofindia.indiatimes.com/life-style/travel/news/karnataka-safari-operations-resume-in-bandipur-nagarahole-from-today-under-tight-guidelines/articleshow/128637750.cms,"Karnataka : Safari operations resume in Bandipur , Nagarahole from today under tight guidelines |",20260221T104500Z,17692.0,12.3072,failed,,,,,,,,17692.0,12.3072,gdelt_fallback_no_text,article fetch failed,,,,,,,,,
https://indianexpress.com/article/technology/tech-news-technology/tech-conservation-rushikesh-chavan-the-habitats-trust-10542679/,"From apes to wolves , we are changing the face of conservation tech : Rushikesh Chavan , Director , The Habitats Trust",20260221T013000Z,17593.0,26.6,failed,,,,,,,,17593.0,26.6,gdelt_fallback_no_text,article fetch failed,,,,,,,,,
https://theshillongtimes.com/2026/02/20/each-day-is-not-one-more-day-gained-but-one-day-less/,"Each day is not one more day gained , but one day less … The Shillong Times",20260220T111500Z,17583.0,26.1833,jina,False,,,,,,high,17583.0,26.1833,gdelt_fallback,,5893.0,,,,,,,"No specific HWC event described, only a memorial article",
https://www.thehindu.com/news/national/kerala/wayanad-prakrithi-samrakshana-samithi-opposes-acquisition-of-keralas-ambukuthi-forest-land-for-government-medical-college/article70655203.ece,Wayanad Prakrithi Samrakshana Samithi opposes acquisition of Kerala Ambukuthi forest land for government medical college,20260220T091500Z,17873.0,11.6658,failed,,,,,,,,17873.0,11.6658,gdelt_fallback_no_text,article fetch failed,,,,,,,,,
https://www.deccanchronicle.com/nation/ai-cameras-save-270-elephants-in-odisha-1938347,AI Cameras Save 270 Elephants in Odisha,20260219T071500Z,70184.0,18.975,failed,,,,,,,,70184.0,18.975,gdelt_fallback_no_text,article fetch failed,,,,,,,,,
https://www.hindustantimes.com/india-news/safaris-in-nagarhole-bandipur-to-resume-from-feb-19-khandre-101771442797409.html,"Safaris in Nagarhole , Bandipur to resume from Feb 19 : Khandre",20260219T054500Z,17746.0,23.2667,failed,,,,,,,,17746.0,23.2667,gdelt_fallback_no_text,article fetch failed,,,,,,,,,
https://www.thehindu.com/news/national/karnataka/safari-in-bandipur-and-nagarahole-to-resume-with-fewer-trips/article70648294.ece,Safari in Bandipur and Nagarahole to resume with fewer trips,20260218T154500Z,17688.0,13.5,failed,,,,,,,,17688.0,13.5,gdelt_fallback_no_text,article fetch failed,,,,,,,,,
https://www.thehindu.com/news/national/kerala/forest-dept-appoints-liaison-officers-in-14-panchayats-in-kannur/article70641940.ece,Forest dept . appoints liaison officers in 14 panchayats in Kannur,20260217T144500Z,17698.0,11.8667,failed,,,,,,,,17698.0,11.8667,gdelt_fallback_no_text,article fetch failed,,,,,,,,,
https://www.thehindu.com/news/national/kerala/foundation-stone-laid-for-kozhikode-biological-park-project/article70642873.ece,Foundation stone laid for Kozhikode Biological Park project,20260217T134500Z,17703.0,11.25,failed,,,,,,,,17703.0,11.25,gdelt_fallback_no_text,article fetch failed,,,,,,,,,
https://www.newkerala.com/news/a/madhya-pradesh-cm-yadav-chairs-state-wildlife-board-177.htm,MP CM Yadav Directs Promotion of Wildlife Tourism & Conservation,20260216T181500Z,17746.0,23.2667,jina,False,,,,,,high,17746.0,23.2667,gdelt_fallback,,6306.0,,,,,,,"No specific HWC incident reported, only policy discussions.",
https://kashmirlife.net/over-rs-1500-cr-jjm-liability-in-jammu-kashmir-govt-admits-425286/,"Over Rs 1 , 500 Cr JJM Liability in Jammu Kashmir , Govt Admits",20260214T211500Z,72789.0,34.3333,jina,False,,,,,,high,72789.0,34.3333,gdelt_fallback,,11850.0,,,,,,,"No specific HWC event described, only policy and budget details.",
https://timesofindia.indiatimes.com/city/ranchi/hazaribag-elephant-attacks-death-toll-rises-to-8/articleshow/128358111.cms,Hazaribag Elephant Attacks : Death Toll Rises to 8 | Ranchi News,20260214T193000Z,17724.0,20.65,failed,,,,,,,,17724.0,20.65,gdelt_fallback_no_text,article fetch failed,,,,,,,,,
https://www.dailyexcelsior.com/jjm-liability-worth-rs-1500-cr-pending-1000-posts-in-jsd-referred-to-jkssb-rana/,"JJM liability worth Rs 1500 cr pending , 1000 posts in JSD referred to JKSSB : Rana",20260214T071500Z,72780.0,32.3667,jina,False,,,,,,high,72780.0,32.3667,gdelt_fallback,,11439.0,,,,,,,"No specific HWC event described, only policy and budget details.",
https://www.thehindu.com/news/national/karnataka/big-cat-summit-concludes-at-nagarahole/article70629014.ece,Big Cat Summit concludes at Nagarahole,20260213T144500Z,17873.0,11.6667,failed,,,,,,,,17873.0,11.6667,gdelt_fallback_no_text,article fetch failed,,,,,,,,,
https://www.thehindu.com/news/national/kerala/residents-relieved-as-camera-footage-confirms-dog-not-leopard-killed-farmers-lamb-at-village-in-keralas-kannur/article70627667.ece,"Residents relieved as camera footage confirms dog , not leopard , killed farmer lamb at village in Kerala Kannur",20260213T093000Z,17699.0,10.0,failed,,,,,,,,17699.0,10.0,gdelt_fallback_no_text,article fetch failed,,,,,,,,,
https://www.freepressjournal.in/pune/pune-mla-siddharth-shirole-demands-university-chowk-flyover-be-named-after-late-ajitdada-pawar,Pune : MLA Siddharth Shirole Demands University Chowk Flyover Be Named After Late Ajit Pawar,20260212T111500Z,70178.0,18.5667,jina,False,,,,,,high,70178.0,18.5667,gdelt_fallback,,3869.0,,,,,,,"No specific HWC incident reported, only a demand for action",
https://timesofindia.indiatimes.com/city/bhubaneswar/couple-stolen-property-receiver-arrested-for-loot/articleshow/128218606.cms,"Couple , stolen property receiver arrested for loot | Bhubaneswar News",20260211T214500Z,70219.0,20.2333,failed,,,,,,,,70219.0,20.2333,gdelt_fallback_no_text,article fetch failed,,,,,,,,,
https://timesofindia.indiatimes.com/city/bhubaneswar/teacher-arrested-for-rape-of-class-ix-student-in-sundargarh/articleshow/128219803.cms,Teacher arrested for rape of Class IX student in Sundargarh | Bhubaneswar News,20260211T214500Z,17820.0,22.2,failed,,,,,,,,17820.0,22.2,gdelt_fallback_no_text,article fetch failed,,,,,,,,,
https://timesofindia.indiatimes.com/city/bhubaneswar/odisha-offers-rs-30000/month-fellowships-for-research-in-biotechnology-allied-sciences/articleshow/128220618.cms,"Odisha offers Rs 30 , 000 / month fellowships for research in biotechnology & allied sciences | Bhubaneswar News",20260211T214500Z,70217.0,20.5,failed,,,,,,,,70217.0,20.5,gdelt_fallback_no_text,article fetch failed,,,,,,,,,
https://timesofindia.indiatimes.com/city/bhubaneswar/28383-houses-provided-to-pvtgs-in-odisha-under-pm-janman/articleshow/128219147.cms,"28 , 383 houses provided to PVTGs in Odisha under PM JANMAN | Bhubaneswar News",20260211T214500Z,70217.0,20.5,failed,,,,,,,,70217.0,20.5,gdelt_fallback_no_text,article fetch failed,,,,,,,,,
https://timesofindia.indiatimes.com/city/bhubaneswar/temporary-bus-stand-inaugurated-in-berhampur/articleshow/128219265.cms,Temporary bus stand inaugurated in Berhampur | Bhubaneswar News,20260211T214500Z,70219.0,20.2333,failed,,,,,,,,70219.0,20.2333,gdelt_fallback_no_text,article fetch failed,,,,,,,,,
https://timesofindia.indiatimes.com/city/bhubaneswar/vigilance-sleuths-raid-5-locations-linked-to-junior-assistant/articleshow/128218949.cms,Vigilance sleuths raid 5 locations linked to junior assistant | Bhubaneswar News,20260211T214500Z,70206.0,20.85,failed,,,,,,,,70206.0,20.85,gdelt_fallback_no_text,article fetch failed,,,,,,,,,
https://timesofindia.indiatimes.com/city/bhubaneswar/jagannath-darshan-yojana-set-to-start-from-nabarangpur/articleshow/128218869.cms,Jagannath darshan yojana set to start from Nabarangpur | Bhubaneswar News,20260211T214500Z,70219.0,20.2333,failed,,,,,,,,70219.0,20.2333,gdelt_fallback_no_text,article fetch failed,,,,,,,,,
https://timesofindia.indiatimes.com/city/mysuru/safety-measures-in-place-for-mm-hills-devotees-during-mahashivaratri-jatra/articleshow/128169397.cms,Safety measures in place for MM Hills devotees during Mahashivaratri jatra | Mysuru News,20260210T211500Z,17692.0,12.5242,failed,,,,,,,,17692.0,12.5242,gdelt_fallback_no_text,article fetch failed,,,,,,,,,
https://timesofindia.indiatimes.com/city/bhubaneswar/dhenkanal-elephant-attack-3-women-killed-3-injured-during-forest-firewood-collection/articleshow/128172426.cms,"Dhenkanal elephant attack : 3 women killed , 3 injured during forest firewood collection | Bhubaneswar News",20260210T191500Z,70219.0,20.1833,failed,,,,,,,,70219.0,20.1833,gdelt_fallback_no_text,article fetch failed,,,,,,,,,
